"","Genes","detection_rate","log2_dec_rate"
"8277","Gm42067",0.052,-4.26257281727094
"8278","Ehd1",0.052,-4.26257281727094
"8279","Blnk",0.052,-4.26257281727094
"8280","Sec31b",0.052,-4.26257281727094
"8281","Pard3bos3",0.051,-4.29053289861183
"8282","Gm13267",0.051,-4.29053289861183
"8283","Cd59b",0.051,-4.29053289861183
"8284","Casc4",0.051,-4.29053289861183
"8285","Romo1",0.051,-4.29053289861183
"8286","Zfp335os",0.051,-4.29053289861183
"8287","Fam3a",0.051,-4.29053289861183
"8288","Prps1",0.051,-4.29053289861183
"8289","Nxt2",0.051,-4.29053289861183
"8290","Adgrg2",0.051,-4.29053289861183
"8291","Commd2",0.051,-4.29053289861183
"8292","Cdc14a",0.051,-4.29053289861183
"8293","Gbp7",0.051,-4.29053289861183
"8294","Zfp618",0.051,-4.29053289861183
"8295","Ppih",0.051,-4.29053289861183
"8296","Ift81",0.051,-4.29053289861183
"8297","Gm43597",0.051,-4.29053289861183
"8298","Smyd5",0.051,-4.29053289861183
"8299","Gm7298",0.051,-4.29053289861183
"8300","Zfp446",0.051,-4.29053289861183
"8301","2310022A10Rik",0.051,-4.29053289861183
"8302","Lrp3",0.051,-4.29053289861183
"8303","Gab2",0.051,-4.29053289861183
"8304","Cd2bp2",0.051,-4.29053289861183
"8305","Fuom",0.051,-4.29053289861183
"8306","Ccnd1",0.051,-4.29053289861183
"8307","Gm21781",0.051,-4.29053289861183
"8308","Rwdd1",0.051,-4.29053289861183
"8309","A430046D13Rik",0.051,-4.29053289861183
"8310","Tlr3",0.051,-4.29053289861183
"8311","Ripor1",0.051,-4.29053289861183
"8312","Mvd",0.051,-4.29053289861183
"8313","Cnih1",0.051,-4.29053289861183
"8314","Parp2",0.051,-4.29053289861183
"8315","Gm26782",0.051,-4.29053289861183
"8316","Ccdc159",0.051,-4.29053289861183
"8317","Gm16536",0.051,-4.29053289861183
"8318","Psmb6",0.051,-4.29053289861183
"8319","Timm22",0.051,-4.29053289861183
"8320","Lyrm9",0.051,-4.29053289861183
"8321","Mrpl27",0.051,-4.29053289861183
"8322","Ubald2",0.051,-4.29053289861183
"8323","Gm48765",0.051,-4.29053289861183
"8324","E2f6",0.051,-4.29053289861183
"8325","Atl1",0.051,-4.29053289861183
"8326","Dnal1",0.051,-4.29053289861183
"8327","Mpst",0.051,-4.29053289861183
"8328","Aaas",0.051,-4.29053289861183
"8329","Alg1",0.051,-4.29053289861183
"8330","Amdhd2",0.051,-4.29053289861183
"8331","Atf6b",0.051,-4.29053289861183
"8332","Aars2",0.051,-4.29053289861183
"8333","Zfp35",0.051,-4.29053289861183
"8334","Cfl1",0.051,-4.29053289861183
"8335","4430402I18Rik",0.051,-4.29053289861183
"8336","Gm16541",0.051,-4.29053289861183
"8337","Cuedc2",0.051,-4.29053289861183
"8338","Rab23",0.05,-4.31904558635424
"8339","Rab17",0.05,-4.31904558635424
"8340","Arl8a",0.05,-4.31904558635424
"8341","Mpzl1",0.05,-4.31904558635424
"8342","B230369F24Rik",0.05,-4.31904558635424
"8343","Disp1",0.05,-4.31904558635424
"8344","Zbtb6",0.05,-4.31904558635424
"8345","Nr6a1os",0.05,-4.31904558635424
"8346","S100a1",0.05,-4.31904558635424
"8347","Gm17690",0.05,-4.31904558635424
"8348","Bola1",0.05,-4.31904558635424
"8349","Wdr47",0.05,-4.31904558635424
"8350","Gm43191",0.05,-4.31904558635424
"8351","Egf",0.05,-4.31904558635424
"8352","Chchd7",0.05,-4.31904558635424
"8353","Ipo13",0.05,-4.31904558635424
"8354","Btc",0.05,-4.31904558635424
"8355","Alkbh2",0.05,-4.31904558635424
"8356","Sdsl",0.05,-4.31904558635424
"8357","Zc3hc1",0.05,-4.31904558635424
"8358","Rhno1",0.05,-4.31904558635424
"8359","Nop53",0.05,-4.31904558635424
"8360","Tdrp",0.05,-4.31904558635424
"8361","Cln8",0.05,-4.31904558635424
"8362","Lrp2bp",0.05,-4.31904558635424
"8363","Asb5",0.05,-4.31904558635424
"8364","Tpm4",0.05,-4.31904558635424
"8365","Zfp791",0.05,-4.31904558635424
"8366","Spata2l",0.05,-4.31904558635424
"8367","Qtrt1",0.05,-4.31904558635424
"8368","Spc24",0.05,-4.31904558635424
"8369","Senp8",0.05,-4.31904558635424
"8370","Gltpd2",0.05,-4.31904558635424
"8371","Pld2",0.05,-4.31904558635424
"8372","Tmem199",0.05,-4.31904558635424
"8373","Ccdc43",0.05,-4.31904558635424
"8374","Socs3",0.05,-4.31904558635424
"8375","Gps1",0.05,-4.31904558635424
"8376","Ftl1-ps1",0.05,-4.31904558635424
"8377","Gm34408",0.05,-4.31904558635424
"8378","Tdp1",0.05,-4.31904558635424
"8379","Triobp",0.05,-4.31904558635424
"8380","Tfap4",0.05,-4.31904558635424
"8381","Zdhhc8",0.05,-4.31904558635424
"8382","Poglut1",0.05,-4.31904558635424
"8383","Zfp97",0.05,-4.31904558635424
"8384","Snrpc",0.05,-4.31904558635424
"8385","Gm16279",0.05,-4.31904558635424
"8386","Znrd1as",0.05,-4.31904558635424
"8387","Greb1l",0.05,-4.31904558635424
"8388","1500015A07Rik",0.05,-4.31904558635424
"8389","Gstp1",0.05,-4.31904558635424
"8390","Drap1",0.05,-4.31904558635424
"8391","Fibp",0.05,-4.31904558635424
"8392","Slc3a2",0.05,-4.31904558635424
"8393","Ugt1a7c",0.049,-4.34813316523476
"8394","Asb1",0.049,-4.34813316523476
"8395","Pfkfb2",0.049,-4.34813316523476
"8396","Stk39",0.049,-4.34813316523476
"8397","Lrrc57",0.049,-4.34813316523476
"8398","Ap5s1",0.049,-4.34813316523476
"8399","Sulf2",0.049,-4.34813316523476
"8400","Haus7",0.049,-4.34813316523476
"8401","Emd",0.049,-4.34813316523476
"8402","Gm39526",0.049,-4.34813316523476
"8403","Chic1",0.049,-4.34813316523476
"8404","Casp6",0.049,-4.34813316523476
"8405","Gba2",0.049,-4.34813316523476
"8406","Mrps15",0.049,-4.34813316523476
"8407","Eif3i",0.049,-4.34813316523476
"8408","Sesn2",0.049,-4.34813316523476
"8409","Ppp1r8",0.049,-4.34813316523476
"8410","Otud3",0.049,-4.34813316523476
"8411","Armc10",0.049,-4.34813316523476
"8412","Zfp605",0.049,-4.34813316523476
"8413","Ankrd13a",0.049,-4.34813316523476
"8414","2210016L21Rik",0.049,-4.34813316523476
"8415","Sirt4",0.049,-4.34813316523476
"8416","Gpn3",0.049,-4.34813316523476
"8417","Cycs",0.049,-4.34813316523476
"8418","Tfpt",0.049,-4.34813316523476
"8419","Dpy19l3",0.049,-4.34813316523476
"8420","Fgf21",0.049,-4.34813316523476
"8421","Saa2",0.049,-4.34813316523476
"8422","Tmem9b",0.049,-4.34813316523476
"8423","2310011J03Rik",0.049,-4.34813316523476
"8424","1190007I07Rik",0.049,-4.34813316523476
"8425","Mars",0.049,-4.34813316523476
"8426","Ubxn8",0.049,-4.34813316523476
"8427","Ints10",0.049,-4.34813316523476
"8428","Zmiz1os1",0.049,-4.34813316523476
"8429","AC114585.1",0.049,-4.34813316523476
"8430","9430037G07Rik",0.049,-4.34813316523476
"8431","Tmed3",0.049,-4.34813316523476
"8432","Faim",0.049,-4.34813316523476
"8433","Acpp",0.049,-4.34813316523476
"8434","Rpl29",0.049,-4.34813316523476
"8435","Adap2os",0.049,-4.34813316523476
"8436","Dgke",0.049,-4.34813316523476
"8437","Armc7",0.049,-4.34813316523476
"8438","Rnf144a",0.049,-4.34813316523476
"8439","2210039B01Rik",0.049,-4.34813316523476
"8440","Gm15283",0.049,-4.34813316523476
"8441","Bbof1",0.049,-4.34813316523476
"8442","Fbxo32",0.049,-4.34813316523476
"8443","Tsta3",0.049,-4.34813316523476
"8444","Lrrc14",0.049,-4.34813316523476
"8445","Snu13",0.049,-4.34813316523476
"8446","Ppm1f",0.049,-4.34813316523476
"8447","AC150035.3",0.049,-4.34813316523476
"8448","Gfer",0.049,-4.34813316523476
"8449","Rnf5",0.049,-4.34813316523476
"8450","Zbtb14",0.049,-4.34813316523476
"8451","Srd5a2",0.049,-4.34813316523476
"8452","Plcb3",0.049,-4.34813316523476
"8453","Ppp1r14b",0.049,-4.34813316523476
"8454","Fkbp2",0.049,-4.34813316523476
"8455","Cyp2c69",0.049,-4.34813316523476
"8456","Gm26901",0.048,-4.37781929577941
"8457","Sntg1",0.048,-4.37781929577941
"8458","Tsga10",0.048,-4.37781929577941
"8459","Nckap5",0.048,-4.37781929577941
"8460","Pcp4l1",0.048,-4.37781929577941
"8461","Surf2",0.048,-4.37781929577941
"8462","Gm10130",0.048,-4.37781929577941
"8463","Serpina7",0.048,-4.37781929577941
"8464","Scnm1",0.048,-4.37781929577941
"8465","Sass6",0.048,-4.37781929577941
"8466","Col25a1",0.048,-4.37781929577941
"8467","Ints12",0.048,-4.37781929577941
"8468","Fam92a",0.048,-4.37781929577941
"8469","Gm12905",0.048,-4.37781929577941
"8470","Zmym1",0.048,-4.37781929577941
"8471","1700080G11Rik",0.048,-4.37781929577941
"8472","Mrto4",0.048,-4.37781929577941
"8473","Lrrc47",0.048,-4.37781929577941
"8474","Plekhn1",0.048,-4.37781929577941
"8475","A630072M18Rik",0.048,-4.37781929577941
"8476","Mafk",0.048,-4.37781929577941
"8477","Atp2b2",0.048,-4.37781929577941
"8478","Tmc4",0.048,-4.37781929577941
"8479","Proser3",0.048,-4.37781929577941
"8480","Oraov1",0.048,-4.37781929577941
"8481","Gm31763",0.048,-4.37781929577941
"8482","2810425M01Rik",0.048,-4.37781929577941
"8483","Ormdl2",0.048,-4.37781929577941
"8484","Casp3",0.048,-4.37781929577941
"8485","Setd6",0.048,-4.37781929577941
"8486","Hsf4",0.048,-4.37781929577941
"8487","Commd6",0.048,-4.37781929577941
"8488","Patz1",0.048,-4.37781929577941
"8489","Hormad2",0.048,-4.37781929577941
"8490","C1qbp",0.048,-4.37781929577941
"8491","Gm26836",0.048,-4.37781929577941
"8492","Rdm1",0.048,-4.37781929577941
"8493","Gm26668",0.048,-4.37781929577941
"8494","Gm11337",0.048,-4.37781929577941
"8495","Cdk20",0.048,-4.37781929577941
"8496","Gm4117",0.048,-4.37781929577941
"8497","Gm15879",0.048,-4.37781929577941
"8498","Ubald1",0.048,-4.37781929577941
"8499","Gm28539",0.048,-4.37781929577941
"8500","Ripk4",0.048,-4.37781929577941
"8501","Slc25a27",0.048,-4.37781929577941
"8502","Timm21",0.048,-4.37781929577941
"8503","4732440D04Rik",0.047,-4.40812912993667
"8504","Gm28153",0.047,-4.40812912993667
"8505","Cox5b",0.047,-4.40812912993667
"8506","Acmsd",0.047,-4.40812912993667
"8507","Cyb5r1",0.047,-4.40812912993667
"8508","Abca2",0.047,-4.40812912993667
"8509","Med22",0.047,-4.40812912993667
"8510","Spout1",0.047,-4.40812912993667
"8511","Pomt1",0.047,-4.40812912993667
"8512","Xk",0.047,-4.40812912993667
"8513","Acad9",0.047,-4.40812912993667
"8514","Mms22l",0.047,-4.40812912993667
"8515","Nudt2",0.047,-4.40812912993667
"8516","0610037L13Rik",0.047,-4.40812912993667
"8517","9930104L06Rik",0.047,-4.40812912993667
"8518","Tmem39b",0.047,-4.40812912993667
"8519","Necap2",0.047,-4.40812912993667
"8520","2310040G07Rik",0.047,-4.40812912993667
"8521","Srsf9",0.047,-4.40812912993667
"8522","Gjc3",0.047,-4.40812912993667
"8523","Pdgfa",0.047,-4.40812912993667
"8524","Urad",0.047,-4.40812912993667
"8525","Htra2",0.047,-4.40812912993667
"8526","Mxd1",0.047,-4.40812912993667
"8527","Zfp9",0.047,-4.40812912993667
"8528","Fam60a",0.047,-4.40812912993667
"8529","Itpkc",0.047,-4.40812912993667
"8530","Sars2",0.047,-4.40812912993667
"8531","Gm20457",0.047,-4.40812912993667
"8532","Gm28198",0.047,-4.40812912993667
"8533","Cactin",0.047,-4.40812912993667
"8534","AC158605.1",0.047,-4.40812912993667
"8535","Cib3",0.047,-4.40812912993667
"8536","Tradd",0.047,-4.40812912993667
"8537","Gm31718",0.047,-4.40812912993667
"8538","Dph3",0.047,-4.40812912993667
"8539","Dnmt1",0.047,-4.40812912993667
"8540","Commd4",0.047,-4.40812912993667
"8541","Copz2",0.047,-4.40812912993667
"8542","Cep112",0.047,-4.40812912993667
"8543","Gm11361",0.047,-4.40812912993667
"8544","Rps7",0.047,-4.40812912993667
"8545","Lrrn3",0.047,-4.40812912993667
"8546","Akap5",0.047,-4.40812912993667
"8547","Serpina9",0.047,-4.40812912993667
"8548","Skp2",0.047,-4.40812912993667
"8549","Slc45a4",0.047,-4.40812912993667
"8550","2510009E07Rik",0.047,-4.40812912993667
"8551","0610012G03Rik",0.047,-4.40812912993667
"8552","Nepro",0.047,-4.40812912993667
"8553","Trmt10c",0.047,-4.40812912993667
"8554","1600012H06Rik",0.047,-4.40812912993667
"8555","Fam173a",0.047,-4.40812912993667
"8556","Ndufa11",0.047,-4.40812912993667
"8557","Gm28285",0.047,-4.40812912993667
"8558","Kdelc1",0.046,-4.43908943912011
"8559","2900009J06Rik",0.046,-4.43908943912011
"8560","Rxrg",0.046,-4.43908943912011
"8561","Ptges2",0.046,-4.43908943912011
"8562","Katnbl1",0.046,-4.43908943912011
"8563","1810024B03Rik",0.046,-4.43908943912011
"8564","Ccdc22",0.046,-4.43908943912011
"8565","C1galt1c1",0.046,-4.43908943912011
"8566","Zfp275",0.046,-4.43908943912011
"8567","Vbp1",0.046,-4.43908943912011
"8568","Ndufc1",0.046,-4.43908943912011
"8569","Alg5",0.046,-4.43908943912011
"8570","Rtca",0.046,-4.43908943912011
"8571","F3",0.046,-4.43908943912011
"8572","Grik3",0.046,-4.43908943912011
"8573","Faap20",0.046,-4.43908943912011
"8574","Gnai1",0.046,-4.43908943912011
"8575","Tyms",0.046,-4.43908943912011
"8576","Rpl9",0.046,-4.43908943912011
"8577","Gm26582",0.046,-4.43908943912011
"8578","Mfsd7a",0.046,-4.43908943912011
"8579","Srrm4os",0.046,-4.43908943912011
"8580","Plod3",0.046,-4.43908943912011
"8581","Rpusd3",0.046,-4.43908943912011
"8582","Rbm42",0.046,-4.43908943912011
"8583","Fbxl19",0.046,-4.43908943912011
"8584","Hras",0.046,-4.43908943912011
"8585","Phactr2",0.046,-4.43908943912011
"8586","Gm31992",0.046,-4.43908943912011
"8587","Gm34983",0.046,-4.43908943912011
"8588","Fbxo25",0.046,-4.43908943912011
"8589","B230317F23Rik",0.046,-4.43908943912011
"8590","Ddx39",0.046,-4.43908943912011
"8591","Ccdc130",0.046,-4.43908943912011
"8592","Usb1",0.046,-4.43908943912011
"8593","Hsbp1",0.046,-4.43908943912011
"8594","Taf1c",0.046,-4.43908943912011
"8595","Ulk3",0.046,-4.43908943912011
"8596","Polr2m",0.046,-4.43908943912011
"8597","Spag7",0.046,-4.43908943912011
"8598","Zfp830",0.046,-4.43908943912011
"8599","Kpna2",0.046,-4.43908943912011
"8600","Tmc6",0.046,-4.43908943912011
"8601","Gmnn",0.046,-4.43908943912011
"8602","Fam120aos",0.046,-4.43908943912011
"8603","Higd2a",0.046,-4.43908943912011
"8604","Naip2",0.046,-4.43908943912011
"8605","Aifm3",0.046,-4.43908943912011
"8606","Cables1",0.046,-4.43908943912011
"8607","Gm10036",0.046,-4.43908943912011
"8608","Ogfrl1",0.045,-4.47072875629407
"8609","Gm28375",0.045,-4.47072875629407
"8610","Pogk",0.045,-4.47072875629407
"8611","Dpm2",0.045,-4.47072875629407
"8612","Bloc1s6",0.045,-4.47072875629407
"8613","Sytl5",0.045,-4.47072875629407
"8614","Maoa",0.045,-4.47072875629407
"8615","Efnb1",0.045,-4.47072875629407
"8616","Nox1",0.045,-4.47072875629407
"8617","E130311K13Rik",0.045,-4.47072875629407
"8618","Pias3",0.045,-4.47072875629407
"8619","Vangl1",0.045,-4.47072875629407
"8620","AI838599",0.045,-4.47072875629407
"8621","Inip",0.045,-4.47072875629407
"8622","Zmynd12",0.045,-4.47072875629407
"8623","2410131K14Rik",0.045,-4.47072875629407
"8624","Dnajc30",0.045,-4.47072875629407
"8625","Ggct",0.045,-4.47072875629407
"8626","Pyurf",0.045,-4.47072875629407
"8627","Trappc6a",0.045,-4.47072875629407
"8628","Irgq",0.045,-4.47072875629407
"8629","Nudt19",0.045,-4.47072875629407
"8630","Prmt1",0.045,-4.47072875629407
"8631","Iqgap1",0.045,-4.47072875629407
"8632","Thumpd1",0.045,-4.47072875629407
"8633","Nfatc2ip",0.045,-4.47072875629407
"8634","Mapk3",0.045,-4.47072875629407
"8635","Mbd3",0.045,-4.47072875629407
"8636","A930009A15Rik",0.045,-4.47072875629407
"8637","BC048403",0.045,-4.47072875629407
"8638","Gm48877",0.045,-4.47072875629407
"8639","Gm29682",0.045,-4.47072875629407
"8640","Galns",0.045,-4.47072875629407
"8641","Mrpl57",0.045,-4.47072875629407
"8642","Mtrf1",0.045,-4.47072875629407
"8643","Fdxacb1",0.045,-4.47072875629407
"8644","Gal3st1",0.045,-4.47072875629407
"8645","Klhl11",0.045,-4.47072875629407
"8646","Gm16984",0.045,-4.47072875629407
"8647","Eef1e1",0.045,-4.47072875629407
"8648","Pdlim7",0.045,-4.47072875629407
"8649","Dimt1",0.045,-4.47072875629407
"8650","Rdh11",0.045,-4.47072875629407
"8651","Csnk1e",0.045,-4.47072875629407
"8652","Smarcd1",0.045,-4.47072875629407
"8653","Chrd",0.045,-4.47072875629407
"8654","Tmem50b",0.045,-4.47072875629407
"8655","Tsr3",0.045,-4.47072875629407
"8656","Slc37a1",0.045,-4.47072875629407
"8657","Lsm2",0.045,-4.47072875629407
"8658","Slc35b2",0.045,-4.47072875629407
"8659","2410015M20Rik",0.045,-4.47072875629407
"8660","Crb3",0.045,-4.47072875629407
"8661","Fzd8",0.045,-4.47072875629407
"8662","Kctd1",0.045,-4.47072875629407
"8663","Taf7",0.045,-4.47072875629407
"8664","Tcof1",0.045,-4.47072875629407
"8665","Gm5096",0.045,-4.47072875629407
"8666","Coro1b",0.045,-4.47072875629407
"8667","A330032B11Rik",0.045,-4.47072875629407
"8668","Cox15",0.045,-4.47072875629407
"8669","Dnpep",0.044,-4.50307753399193
"8670","Snrpe",0.044,-4.50307753399193
"8671","Mrps14",0.044,-4.50307753399193
"8672","Usp21",0.044,-4.50307753399193
"8673","Lrp1b",0.044,-4.50307753399193
"8674","Bbs5",0.044,-4.50307753399193
"8675","Bahd1",0.044,-4.50307753399193
"8676","Sel1l2",0.044,-4.50307753399193
"8677","Vma21",0.044,-4.50307753399193
"8678","Prrg1",0.044,-4.50307753399193
"8679","Timm8a1",0.044,-4.50307753399193
"8680","Tspyl2",0.044,-4.50307753399193
"8681","Larp7",0.044,-4.50307753399193
"8682","Cyr61",0.044,-4.50307753399193
"8683","Abcb1a",0.044,-4.50307753399193
"8684","Gm42604",0.044,-4.50307753399193
"8685","Mcm7",0.044,-4.50307753399193
"8686","Atp6v1f",0.044,-4.50307753399193
"8687","Ino80b",0.044,-4.50307753399193
"8688","Nat8f6",0.044,-4.50307753399193
"8689","Dmpk",0.044,-4.50307753399193
"8690","Pvr",0.044,-4.50307753399193
"8691","Zfp788",0.044,-4.50307753399193
"8692","Chsy1",0.044,-4.50307753399193
"8693","Rps13",0.044,-4.50307753399193
"8694","Kdm8",0.044,-4.50307753399193
"8695","Zc3h12d",0.044,-4.50307753399193
"8696","Tspyl1",0.044,-4.50307753399193
"8697","Zfp869",0.044,-4.50307753399193
"8698","Cc2d1a",0.044,-4.50307753399193
"8699","Gadd45gip1",0.044,-4.50307753399193
"8700","Pla2g15",0.044,-4.50307753399193
"8701","Atxn1l",0.044,-4.50307753399193
"8702","Ppif",0.044,-4.50307753399193
"8703","Tgm1",0.044,-4.50307753399193
"8704","1110059G10Rik",0.044,-4.50307753399193
"8705","Mpg",0.044,-4.50307753399193
"8706","Ggt6",0.044,-4.50307753399193
"8707","Gm20708",0.044,-4.50307753399193
"8708","Arhgdia",0.044,-4.50307753399193
"8709","2210016F16Rik",0.044,-4.50307753399193
"8710","Polr2f",0.044,-4.50307753399193
"8711","Rrp7a",0.044,-4.50307753399193
"8712","Nudt16l1",0.044,-4.50307753399193
"8713","Cuta",0.044,-4.50307753399193
"8714","Psmb9",0.044,-4.50307753399193
"8715","Nelfe",0.044,-4.50307753399193
"8716","Mdc1",0.044,-4.50307753399193
"8717","Srf",0.044,-4.50307753399193
"8718","Dus3l",0.044,-4.50307753399193
"8719","C030034I22Rik",0.044,-4.50307753399193
"8720","Ndufaf7",0.044,-4.50307753399193
"8721","Hells",0.044,-4.50307753399193
"8722","Plcl1",0.043,-4.53616832046035
"8723","Btg2",0.043,-4.53616832046035
"8724","Dph7",0.043,-4.53616832046035
"8725","Qsox2",0.043,-4.53616832046035
"8726","Inpp5e",0.043,-4.53616832046035
"8727","Ly75",0.043,-4.53616832046035
"8728","Snrpb2",0.043,-4.53616832046035
"8729","Ppdpf",0.043,-4.53616832046035
"8730","Polr3k",0.043,-4.53616832046035
"8731","Lage3",0.043,-4.53616832046035
"8732","Cmc4",0.043,-4.53616832046035
"8733","Hnf4g",0.043,-4.53616832046035
"8734","1810022K09Rik",0.043,-4.53616832046035
"8735","Glmp",0.043,-4.53616832046035
"8736","6330562C20Rik",0.043,-4.53616832046035
"8737","Ttf2",0.043,-4.53616832046035
"8738","Lamtor5",0.043,-4.53616832046035
"8739","4933405D12Rik",0.043,-4.53616832046035
