"","Genes","detection_rate","log2_dec_rate"
"4656","Dusp22",0.16,-2.64295478703319
"4657","Lmf1",0.16,-2.64295478703319
"4658","Ttf1",0.159,-2.6519942592184
"4659","Swi5",0.159,-2.6519942592184
"4660","Stx12",0.159,-2.6519942592184
"4661","Bms1",0.159,-2.6519942592184
"4662","Necap1",0.159,-2.6519942592184
"4663","Clptm1",0.159,-2.6519942592184
"4664","Aspdh",0.159,-2.6519942592184
"4665","Gm26853",0.159,-2.6519942592184
"4666","Pts",0.159,-2.6519942592184
"4667","Pxylp1",0.159,-2.6519942592184
"4668","L3hypdh",0.159,-2.6519942592184
"4669","Skiv2l",0.159,-2.6519942592184
"4670","Dhx16",0.159,-2.6519942592184
"4671","Rab12",0.159,-2.6519942592184
"4672","Dlgap4",0.158,-2.66109072719108
"4673","Gdi1",0.158,-2.66109072719108
"4674","Rrnad1",0.158,-2.66109072719108
"4675","Steap4",0.158,-2.66109072719108
"4676","Lrrc4",0.158,-2.66109072719108
"4677","Tmem140",0.158,-2.66109072719108
"4678","Fbrs",0.158,-2.66109072719108
"4679","Stat6",0.158,-2.66109072719108
"4680","Ddx19b",0.158,-2.66109072719108
"4681","Fam118b",0.158,-2.66109072719108
"4682","Stxbp4",0.158,-2.66109072719108
"4683","Nfil3",0.158,-2.66109072719108
"4684","Mterf3",0.158,-2.66109072719108
"4685","Marveld2",0.158,-2.66109072719108
"4686","Trim23",0.158,-2.66109072719108
"4687","Actr10",0.158,-2.66109072719108
"4688","Fam173b",0.158,-2.66109072719108
"4689","Zc3h7b",0.158,-2.66109072719108
"4690","Itga5",0.158,-2.66109072719108
"4691","B230307C23Rik",0.158,-2.66109072719108
"4692","Ralbp1",0.158,-2.66109072719108
"4693","Kin",0.157,-2.67024491425525
"4694","Lnpk",0.157,-2.67024491425525
"4695","Crtc2",0.157,-2.67024491425525
"4696","Prpf3",0.157,-2.67024491425525
"4697","Rwdd3",0.157,-2.67024491425525
"4698","Zbtb5",0.157,-2.67024491425525
"4699","Hdac1",0.157,-2.67024491425525
"4700","Camkk2",0.157,-2.67024491425525
"4701","Wdr91",0.157,-2.67024491425525
"4702","Osbpl3",0.157,-2.67024491425525
"4703","Hps5",0.157,-2.67024491425525
"4704","Aqp11",0.157,-2.67024491425525
"4705","Slc25a16",0.157,-2.67024491425525
"4706","Coq10a",0.157,-2.67024491425525
"4707","Apoa4",0.157,-2.67024491425525
"4708","Cyp1a2",0.157,-2.67024491425525
"4709","Prpf8",0.157,-2.67024491425525
"4710","Ankrd40",0.157,-2.67024491425525
"4711","Gm33037",0.157,-2.67024491425525
"4712","Cep128",0.157,-2.67024491425525
"4713","Mtmr12",0.157,-2.67024491425525
"4714","Tiam2",0.157,-2.67024491425525
"4715","Hectd2",0.157,-2.67024491425525
"4716","Pnkd",0.156,-2.67945755757154
"4717","Ddrgk1",0.156,-2.67945755757154
"4718","Gpr89",0.156,-2.67945755757154
"4719","Sort1",0.156,-2.67945755757154
"4720","Clta",0.156,-2.67945755757154
"4721","Cox19",0.156,-2.67945755757154
"4722","Fcgrt",0.156,-2.67945755757154
"4723","Amd1",0.156,-2.67945755757154
"4724","Aifm2",0.156,-2.67945755757154
"4725","Mri1",0.156,-2.67945755757154
"4726","Rarb",0.156,-2.67945755757154
"4727","Tsc22d1",0.156,-2.67945755757154
"4728","Lactb",0.156,-2.67945755757154
"4729","Egfros",0.156,-2.67945755757154
"4730","Ssr1",0.156,-2.67945755757154
"4731","Slc35b3",0.156,-2.67945755757154
"4732","Agtpbp1",0.156,-2.67945755757154
"4733","Eapp",0.156,-2.67945755757154
"4734","Rsl1d1",0.156,-2.67945755757154
"4735","Clcn7",0.156,-2.67945755757154
"4736","Fez2",0.156,-2.67945755757154
"4737","Rela",0.156,-2.67945755757154
"4738","Dclre1a",0.156,-2.67945755757154
"4739","Cerkl",0.155,-2.68872940851336
"4740","Ctsz",0.155,-2.68872940851336
"4741","Bcorl1",0.155,-2.68872940851336
"4742","Dlg3",0.155,-2.68872940851336
"4743","Apool",0.155,-2.68872940851336
"4744","Gnl2",0.155,-2.68872940851336
"4745","Nrbp1",0.155,-2.68872940851336
"4746","Tmem120a",0.155,-2.68872940851336
"4747","Ptbp1",0.155,-2.68872940851336
"4748","Washc3",0.155,-2.68872940851336
"4749","Siah1a",0.155,-2.68872940851336
"4750","Lpar6",0.155,-2.68872940851336
"4751","Cish",0.155,-2.68872940851336
"4752","Mrpl38",0.155,-2.68872940851336
"4753","Ddx1",0.155,-2.68872940851336
"4754","Ispd",0.155,-2.68872940851336
"4755","Serpina11",0.155,-2.68872940851336
"4756","Tatdn1",0.155,-2.68872940851336
"4757","Klc4",0.155,-2.68872940851336
"4758","1810055G02Rik",0.155,-2.68872940851336
"4759","Selenof",0.154,-2.69806123303466
"4760","Ddx58",0.154,-2.69806123303466
"4761","Acot7",0.154,-2.69806123303466
"4762","Tmem214",0.154,-2.69806123303466
"4763","Smim20",0.154,-2.69806123303466
"4764","Uba6",0.154,-2.69806123303466
"4765","Sult1d1",0.154,-2.69806123303466
"4766","Vps33a",0.154,-2.69806123303466
"4767","Alms1",0.154,-2.69806123303466
"4768","Anpep",0.154,-2.69806123303466
"4769","Zfp143",0.154,-2.69806123303466
"4770","Nus1",0.154,-2.69806123303466
"4771","Nae1",0.154,-2.69806123303466
"4772","Sipa1l2",0.154,-2.69806123303466
"4773","Rcbtb2",0.154,-2.69806123303466
"4774","Ncapd3",0.154,-2.69806123303466
"4775","Gm30849",0.154,-2.69806123303466
"4776","Ip6k1",0.154,-2.69806123303466
"4777","Mlh1",0.154,-2.69806123303466
"4778","Dclk3",0.154,-2.69806123303466
"4779","Irf1",0.154,-2.69806123303466
"4780","Slc17a1",0.154,-2.69806123303466
"4781","B230219D22Rik",0.154,-2.69806123303466
"4782","E430024I08Rik",0.154,-2.69806123303466
"4783","Trappc13",0.154,-2.69806123303466
"4784","Zbtb1",0.154,-2.69806123303466
"4785","Lrp12",0.154,-2.69806123303466
"4786","Socs5",0.154,-2.69806123303466
"4787","Adgrb3",0.153,-2.70745381204966
"4788","Retreg2",0.153,-2.70745381204966
"4789","Tsn",0.153,-2.70745381204966
"4790","Hhat",0.153,-2.70745381204966
"4791","Ubac1",0.153,-2.70745381204966
"4792","Acp2",0.153,-2.70745381204966
"4793","Mrpl24",0.153,-2.70745381204966
"4794","Ubqln4",0.153,-2.70745381204966
"4795","Ncbp1",0.153,-2.70745381204966
"4796","Noc2l",0.153,-2.70745381204966
"4797","Uspl1",0.153,-2.70745381204966
"4798","Ypel3",0.153,-2.70745381204966
"4799","4732419C18Rik",0.153,-2.70745381204966
"4800","Acadvl",0.153,-2.70745381204966
"4801","Dcaf13",0.153,-2.70745381204966
"4802","AC162302.1",0.153,-2.70745381204966
"4803","Mrpl14",0.153,-2.70745381204966
"4804","Pdlim1",0.153,-2.70745381204966
"4805","Slc25a28",0.153,-2.70745381204966
"4806","Zranb3",0.152,-2.71690794182495
"4807","Alg13",0.152,-2.71690794182495
"4808","Acp6",0.152,-2.71690794182495
"4809","Zfp282",0.152,-2.71690794182495
"4810","Zfp60",0.152,-2.71690794182495
"4811","Trmt11",0.152,-2.71690794182495
"4812","Pttg1ip",0.152,-2.71690794182495
"4813","Nfyb",0.152,-2.71690794182495
"4814","Hgsnat",0.152,-2.71690794182495
"4815","Prmt9",0.152,-2.71690794182495
"4816","Pml",0.152,-2.71690794182495
"4817","5033421B08Rik",0.152,-2.71690794182495
"4818","Kcnk10",0.152,-2.71690794182495
"4819","Cyb5r3",0.152,-2.71690794182495
"4820","Pknox1",0.152,-2.71690794182495
"4821","Unc93b1",0.152,-2.71690794182495
"4822","Dpp3",0.152,-2.71690794182495
"4823","Wdr12",0.151,-2.72642443438462
"4824","Tuba4a",0.151,-2.72642443438462
"4825","Dnajb2",0.151,-2.72642443438462
"4826","Fbxo36",0.151,-2.72642443438462
"4827","Tor1a",0.151,-2.72642443438462
"4828","Ptpn1",0.151,-2.72642443438462
"4829","Sars",0.151,-2.72642443438462
"4830","3110043O21Rik",0.151,-2.72642443438462
"4831","Dguok",0.151,-2.72642443438462
"4832","Rpn1",0.151,-2.72642443438462
"4833","Polg",0.151,-2.72642443438462
"4834","Trappc11",0.151,-2.72642443438462
"4835","Pinx1",0.151,-2.72642443438462
"4836","Gm26733",0.151,-2.72642443438462
"4837","Pcbp4",0.151,-2.72642443438462
"4838","Pip4k2b",0.151,-2.72642443438462
"4839","Aldh5a1",0.151,-2.72642443438462
"4840","Dnajc21",0.151,-2.72642443438462
"4841","Mroh1",0.151,-2.72642443438462
"4842","Cpn2",0.151,-2.72642443438462
"4843","Sft2d1",0.151,-2.72642443438462
"4844","Zfp523",0.151,-2.72642443438462
"4845","Gm17276",0.151,-2.72642443438462
"4846","Cops5",0.15,-2.73600411792876
"4847","Golga2",0.15,-2.73600411792876
"4848","Dgkz",0.15,-2.73600411792876
"4849","Gm27003",0.15,-2.73600411792876
"4850","Armc1",0.15,-2.73600411792876
"4851","Pigk",0.15,-2.73600411792876
"4852","Smu1",0.15,-2.73600411792876
"4853","Paxip1",0.15,-2.73600411792876
"4854","Tpst2",0.15,-2.73600411792876
"4855","Hps4",0.15,-2.73600411792876
"4856","2610021A01Rik",0.15,-2.73600411792876
"4857","Zfp715",0.15,-2.73600411792876
"4858","Cry1",0.15,-2.73600411792876
"4859","Ap5m1",0.15,-2.73600411792876
"4860","Psma4",0.15,-2.73600411792876
"4861","Ackr4",0.15,-2.73600411792876
"4862","Phykpl",0.15,-2.73600411792876
"4863","Ptdss1",0.15,-2.73600411792876
"4864","Inf2",0.15,-2.73600411792876
"4865","Micall1",0.15,-2.73600411792876
"4866","Gm6712",0.15,-2.73600411792876
"4867","Phf1",0.15,-2.73600411792876
"4868","Surf4",0.149,-2.74564783726601
"4869","Prune1",0.149,-2.74564783726601
"4870","Cyp4a12b",0.149,-2.74564783726601
"4871","Rcc1",0.149,-2.74564783726601
"4872","Lias",0.149,-2.74564783726601
"4873","Sphk2",0.149,-2.74564783726601
"4874","Uros",0.149,-2.74564783726601
"4875","Fig4",0.149,-2.74564783726601
"4876","Rtn4ip1",0.149,-2.74564783726601
"4877","Trmt1",0.149,-2.74564783726601
"4878","4921524J17Rik",0.149,-2.74564783726601
"4879","Ttc13",0.149,-2.74564783726601
"4880","Gnl3",0.149,-2.74564783726601
"4881","Uqcrc1",0.149,-2.74564783726601
"4882","Smarce1",0.149,-2.74564783726601
"4883","Smim13",0.149,-2.74564783726601
"4884","Glrx5",0.149,-2.74564783726601
"4885","Zc3h3",0.149,-2.74564783726601
"4886","Cyhr1",0.149,-2.74564783726601
"4887","Mrap",0.149,-2.74564783726601
"4888","Il13ra1",0.148,-2.7553564542606
"4889","Cct3",0.148,-2.7553564542606
"4890","Tmem82",0.148,-2.7553564542606
"4891","Gm19619",0.148,-2.7553564542606
"4892","Epha1",0.148,-2.7553564542606
"4893","Zfp777",0.148,-2.7553564542606
"4894","Cmas",0.148,-2.7553564542606
"4895","Snrpa",0.148,-2.7553564542606
"4896","Gpatch1",0.148,-2.7553564542606
"4897","Cideb",0.148,-2.7553564542606
"4898","Cpd",0.148,-2.7553564542606
"4899","Med6",0.148,-2.7553564542606
"4900","Mlh3",0.148,-2.7553564542606
"4901","Snw1",0.148,-2.7553564542606
"4902","Cox6c",0.148,-2.7553564542606
"4903","Tnk2",0.148,-2.7553564542606
"4904","mt-Nd3",0.148,-2.7553564542606
"4905","Stk16",0.147,-2.76513084829462
"4906","Hnmt",0.147,-2.76513084829462
"4907","Snrnp200",0.147,-2.76513084829462
"4908","Ctps2",0.147,-2.76513084829462
"4909","Nom1",0.147,-2.76513084829462
"4910","Fam69a",0.147,-2.76513084829462
"4911","Herc6",0.147,-2.76513084829462
"4912","Iqsec1",0.147,-2.76513084829462
"4913","Ppp4c",0.147,-2.76513084829462
"4914","Ascc1",0.147,-2.76513084829462
"4915","Snrpd3",0.147,-2.76513084829462
"4916","Pcnt",0.147,-2.76513084829462
"4917","Timm44",0.147,-2.76513084829462
"4918","Sgcz",0.147,-2.76513084829462
"4919","Mettl6",0.147,-2.76513084829462
"4920","Cep295",0.147,-2.76513084829462
"4921","Limk2",0.147,-2.76513084829462
"4922","Gid4",0.147,-2.76513084829462
"4923","Spns2",0.147,-2.76513084829462
"4924","Dynll2",0.147,-2.76513084829462
"4925","Rsad1",0.147,-2.76513084829462
"4926","Acot13",0.147,-2.76513084829462
"4927","Ndufa6",0.147,-2.76513084829462
"4928","Tfrc",0.147,-2.76513084829462
"4929","Setd4",0.147,-2.76513084829462
"4930","Impact",0.147,-2.76513084829462
"4931","Tcirg1",0.147,-2.76513084829462
"4932","Cox8a",0.147,-2.76513084829462
"4933","Actr1a",0.147,-2.76513084829462
"4934","Satb2",0.146,-2.77497191674595
"4935","Uhmk1",0.146,-2.77497191674595
"4936","Zmat1",0.146,-2.77497191674595
"4937","Hnf1a",0.146,-2.77497191674595
"4938","Snx8",0.146,-2.77497191674595
"4939","Arap1",0.146,-2.77497191674595
"4940","Usp31",0.146,-2.77497191674595
"4941","Atp5d",0.146,-2.77497191674595
"4942","Rbms2",0.146,-2.77497191674595
"4943","Gm20521",0.146,-2.77497191674595
"4944","Cyb5r4",0.146,-2.77497191674595
"4945","Acvr2b",0.146,-2.77497191674595
"4946","Atox1",0.146,-2.77497191674595
"4947","Wdr81",0.146,-2.77497191674595
"4948","Sptlc1",0.146,-2.77497191674595
"4949","Rpl8",0.146,-2.77497191674595
"4950","Bik",0.146,-2.77497191674595
"4951","Neu1",0.146,-2.77497191674595
"4952","AI661453",0.146,-2.77497191674595
"4953","Cfap61",0.145,-2.78488057548271
"4954","Atp7a",0.145,-2.78488057548271
"4955","Impad1",0.145,-2.78488057548271
"4956","Tmem53",0.145,-2.78488057548271
"4957","Thap3",0.145,-2.78488057548271
"4958","Ankle2",0.145,-2.78488057548271
"4959","Stard13",0.145,-2.78488057548271
"4960","Ccdc138",0.145,-2.78488057548271
"4961","Golga7",0.145,-2.78488057548271
"4962","Vegfc",0.145,-2.78488057548271
"4963","Gm29642",0.145,-2.78488057548271
"4964","Tpm1",0.145,-2.78488057548271
"4965","Rars",0.145,-2.78488057548271
"4966","Prpsap2",0.145,-2.78488057548271
"4967","Wdcp",0.145,-2.78488057548271
"4968","Ubxn2a",0.145,-2.78488057548271
"4969","Eif2ak2",0.145,-2.78488057548271
"4970","Elp2",0.145,-2.78488057548271
"4971","Dpf2",0.145,-2.78488057548271
"4972","Nabp1",0.144,-2.7948577593747
"4973","Bzw1",0.144,-2.7948577593747
"4974","Tmx4",0.144,-2.7948577593747
"4975","Mid2",0.144,-2.7948577593747
"4976","5730480H06Rik",0.144,-2.7948577593747
"4977","Wsb2",0.144,-2.7948577593747
"4978","Kbtbd2",0.144,-2.7948577593747
"4979","Retsat",0.144,-2.7948577593747
"4980","Brk1",0.144,-2.7948577593747
"4981","1810008I18Rik",0.144,-2.7948577593747
"4982","Fbxo7",0.144,-2.7948577593747
"4983","Slc38a7",0.144,-2.7948577593747
"4984","Idh3a",0.144,-2.7948577593747
"4985","Rhbdd3",0.144,-2.7948577593747
"4986","Camk2b",0.144,-2.7948577593747
"4987","Eif2s1",0.144,-2.7948577593747
"4988","Iqcb1",0.144,-2.7948577593747
"4989","Pfdn1",0.144,-2.7948577593747
"4990","Sdhaf2",0.144,-2.7948577593747
"4991","Fam45a",0.144,-2.7948577593747
"4992","Ncstn",0.143,-2.80490442282278
"4993","Fbxo18",0.143,-2.80490442282278
"4994","Zdhhc5",0.143,-2.80490442282278
"4995","Tnks1bp1",0.143,-2.80490442282278
"4996","Alkbh3",0.143,-2.80490442282278
"4997","Mapre1",0.143,-2.80490442282278
"4998","Igbp1",0.143,-2.80490442282278
"4999","Il11ra1",0.143,-2.80490442282278
"5000","Slc6a9",0.143,-2.80490442282278
"5001","Dffa",0.143,-2.80490442282278
"5002","Slc25a33",0.143,-2.80490442282278
"5003","Eno1",0.143,-2.80490442282278
"5004","Coq5",0.143,-2.80490442282278
"5005","Ccdc174",0.143,-2.80490442282278
"5006","Egln2",0.143,-2.80490442282278
"5007","Themis",0.143,-2.80490442282278
"5008","Rps15",0.143,-2.80490442282278
"5009","Pa2g4",0.143,-2.80490442282278
"5010","Fnta",0.143,-2.80490442282278
"5011","Ogfod1",0.143,-2.80490442282278
"5012","Ldhd",0.143,-2.80490442282278
"5013","Sult5a1",0.143,-2.80490442282278
"5014","Rps24",0.143,-2.80490442282278
"5015","Vps11",0.143,-2.80490442282278
"5016","Rab11a",0.143,-2.80490442282278
"5017","Mbip",0.143,-2.80490442282278
"5018","Abcd2",0.143,-2.80490442282278
"5019","Parl",0.143,-2.80490442282278
"5020","Map3k4",0.143,-2.80490442282278
"5021","Wdr5",0.142,-2.81502154030667
"5022","Txnip",0.142,-2.81502154030667
"5023","Casp8ap2",0.142,-2.81502154030667
"5024","Ube2j1",0.142,-2.81502154030667
"5025","Ppm1g",0.142,-2.81502154030667
"5026","Cbx3",0.142,-2.81502154030667
"5027","Ppp6r1",0.142,-2.81502154030667
"5028","Idh2",0.142,-2.81502154030667
"5029","Mrpl48",0.142,-2.81502154030667
"5030","Ccdc59",0.142,-2.81502154030667
"5031","Trhde",0.142,-2.81502154030667
"5032","Sugp1",0.142,-2.81502154030667
"5033","Ift46",0.142,-2.81502154030667
"5034","Ppib",0.142,-2.81502154030667
"5035","Zfp346",0.142,-2.81502154030667
"5036","Idnk",0.142,-2.81502154030667
"5037","Eipr1",0.142,-2.81502154030667
"5038","Frmd6",0.142,-2.81502154030667
"5039","Ttc33",0.142,-2.81502154030667
"5040","Mitd1",0.141,-2.82521010695219
"5041","Gmppa",0.141,-2.82521010695219
"5042","D2hgdh",0.141,-2.82521010695219
"5043","Tpd52l2",0.141,-2.82521010695219
"5044","Tex10",0.141,-2.82521010695219
"5045","Mtfr1l",0.141,-2.82521010695219
"5046","Eloa",0.141,-2.82521010695219
"5047","Crbn",0.141,-2.82521010695219
"5048","Sae1",0.141,-2.82521010695219
"5049","Opa3",0.141,-2.82521010695219
"5050","Ceacam1",0.141,-2.82521010695219
"5051","Ctr9",0.141,-2.82521010695219
"5052","Pcbd1",0.141,-2.82521010695219
"5053","Appl2",0.141,-2.82521010695219
"5054","Adam9",0.141,-2.82521010695219
"5055","Farsa",0.141,-2.82521010695219
"5056","Ero1l",0.141,-2.82521010695219
"5057","Rab2b",0.141,-2.82521010695219
"5058","Adpgk",0.141,-2.82521010695219
"5059","Abcf3",0.141,-2.82521010695219
"5060","Qtrt2",0.141,-2.82521010695219
"5061","Kdm4b",0.141,-2.82521010695219
"5062","Arhgef37",0.141,-2.82521010695219
"5063","Fam117b",0.14,-2.83547113911863
"5064","Atg9a",0.14,-2.83547113911863
"5065","Pam",0.14,-2.83547113911863
"5066","Ift52",0.14,-2.83547113911863
"5067","Akap17b",0.14,-2.83547113911863
"5068","Rbm41",0.14,-2.83547113911863
"5069","Efcab14",0.14,-2.83547113911863
"5070","Mob3c",0.14,-2.83547113911863
"5071","Rest",0.14,-2.83547113911863
"5072","Gm43449",0.14,-2.83547113911863
"5073","Pole4",0.14,-2.83547113911863
"5074","Fan1",0.14,-2.83547113911863
"5075","Wee1",0.14,-2.83547113911863
"5076","Akap7",0.14,-2.83547113911863
"5077","Gan",0.14,-2.83547113911863
"5078","Dhx8",0.14,-2.83547113911863
"5079","Bzw2",0.14,-2.83547113911863
"5080","Pla2g6",0.14,-2.83547113911863
"5081","Jak2",0.14,-2.83547113911863
"5082","Pcgf6",0.14,-2.83547113911863
"5083","Mrps5",0.139,-2.84580567500721
"5084","Cdk5rap1",0.139,-2.84580567500721
"5085","Jade3",0.139,-2.84580567500721
"5086","Arhgef9",0.139,-2.84580567500721
"5087","Astn2",0.139,-2.84580567500721
"5088","Cox6a1",0.139,-2.84580567500721
"5089","Mlxip",0.139,-2.84580567500721
"5090","Mphosph9",0.139,-2.84580567500721
"5091","Sun1",0.139,-2.84580567500721
"5092","Arpc1a",0.139,-2.84580567500721
"5093","Copg1",0.139,-2.84580567500721
"5094","Mthfd1l",0.139,-2.84580567500721
"5095","Cfap97",0.139,-2.84580567500721
"5096","Sh2d4a",0.139,-2.84580567500721
"5097","Dad1",0.139,-2.84580567500721
"5098","Wdr61",0.139,-2.84580567500721
"5099","Cox7a2",0.139,-2.84580567500721
"5100","Mrnip",0.139,-2.84580567500721
"5101","Rhobtb3",0.139,-2.84580567500721
"5102","Srek1ip1",0.139,-2.84580567500721
"5103","Sptssa",0.139,-2.84580567500721
"5104","Ppp1r16a",0.139,-2.84580567500721
"5105","Zfp24",0.139,-2.84580567500721
"5106","Pggt1b",0.139,-2.84580567500721
"5107","Carnmt1",0.139,-2.84580567500721
"5108","Ubtd1",0.139,-2.84580567500721
"5109","Inpp1",0.138,-2.8562147752914
"5110","Uchl5",0.138,-2.8562147752914
"5111","Ebp",0.138,-2.8562147752914
"5112","Zrsr2",0.138,-2.8562147752914
"5113","Dnajb14",0.138,-2.8562147752914
"5114","Tstd2",0.138,-2.8562147752914
"5115","Txn1",0.138,-2.8562147752914
"5116","Zmym6",0.138,-2.8562147752914
"5117","Agrn",0.138,-2.8562147752914
"5118","Letm1",0.138,-2.8562147752914
"5119","Zfp951",0.138,-2.8562147752914
"5120","Pomp",0.138,-2.8562147752914
"5121","Vamp8",0.138,-2.8562147752914
"5122","Sirt2",0.138,-2.8562147752914
"5123","Deaf1",0.138,-2.8562147752914
"5124","Tbpl1",0.138,-2.8562147752914
"5125","Nek4",0.138,-2.8562147752914
"5126","Mettl17",0.138,-2.8562147752914
"5127","Cep164",0.138,-2.8562147752914
"5128","Inpp5k",0.138,-2.8562147752914
"5129","Hist1h2bc",0.138,-2.8562147752914
"5130","Gmds",0.138,-2.8562147752914
"5131","Wdr25",0.138,-2.8562147752914
"5132","Laptm4b",0.138,-2.8562147752914
"5133","Slc25a1",0.138,-2.8562147752914
"5134","Rnf168",0.138,-2.8562147752914
"5135","Rpl35a",0.138,-2.8562147752914
"5136","Gart",0.138,-2.8562147752914
"5137","Igf2r",0.138,-2.8562147752914
"5138","Sdccag3",0.137,-2.86669952377022
"5139","Nsfl1c",0.137,-2.86669952377022
"5140","Uba1",0.137,-2.86669952377022
"5141","Rarres1",0.137,-2.86669952377022
"5142","Lmna",0.137,-2.86669952377022
"5143","Ints3",0.137,-2.86669952377022
"5144","Tuft1",0.137,-2.86669952377022
"5145","Rbm12b1",0.137,-2.86669952377022
"5146","Atpaf1",0.137,-2.86669952377022
"5147","Pus7",0.137,-2.86669952377022
"5148","Fastk",0.137,-2.86669952377022
"5149","Ddx55",0.137,-2.86669952377022
"5150","Mrps17",0.137,-2.86669952377022
"5151","Strn4",0.137,-2.86669952377022
"5152","Cyp2b9",0.137,-2.86669952377022
"5153","Man2a2",0.137,-2.86669952377022
"5154","Saraf",0.137,-2.86669952377022
"5155","Sugp2",0.137,-2.86669952377022
"5156","Gpr180",0.137,-2.86669952377022
"5157","Cep57",0.137,-2.86669952377022
"5158","Copb2",0.137,-2.86669952377022
"5159","9530068E07Rik",0.137,-2.86669952377022
"5160","Nim1k",0.137,-2.86669952377022
"5161","Klhl28",0.137,-2.86669952377022
"5162","Zbed4",0.137,-2.86669952377022
"5163","Gm15564",0.137,-2.86669952377022
"5164","Cnpy3",0.137,-2.86669952377022
"5165","Plin4",0.137,-2.86669952377022
"5166","Rbbp8",0.137,-2.86669952377022
"5167","Twnk",0.137,-2.86669952377022
"5168","Mpp4",0.136,-2.87726102804545
"5169","Fmo2",0.136,-2.87726102804545
"5170","Rbm17",0.136,-2.87726102804545
"5171","Cd59a",0.136,-2.87726102804545
"5172","Idh3b",0.136,-2.87726102804545
"5173","Gm14296",0.136,-2.87726102804545
"5174","Eif2s3x",0.136,-2.87726102804545
"5175","Skil",0.136,-2.87726102804545
"5176","Zbtb7b",0.136,-2.87726102804545
"5177","Gpsm2",0.136,-2.87726102804545
"5178","Gm12353",0.136,-2.87726102804545
"5179","Zdhhc21",0.136,-2.87726102804545
"5180","Txlna",0.136,-2.87726102804545
"5181","Zxdc",0.136,-2.87726102804545
"5182","Ube2d1",0.136,-2.87726102804545
"5183","Gm42031",0.136,-2.87726102804545
"5184","Prmt7",0.136,-2.87726102804545
"5185","Kctd9",0.136,-2.87726102804545
"5186","Ccdc122",0.136,-2.87726102804545
"5187","Tex264",0.136,-2.87726102804545
"5188","Rack1",0.136,-2.87726102804545
"5189","Gm31522",0.136,-2.87726102804545
"5190","Lsm12",0.136,-2.87726102804545
"5191","Zfp738",0.136,-2.87726102804545
"5192","Zfp839",0.136,-2.87726102804545
"5193","Ifnar2",0.136,-2.87726102804545
"5194","Rpl10a",0.136,-2.87726102804545
"5195","Abcc10",0.136,-2.87726102804545
"5196","Clpp",0.136,-2.87726102804545
"5197","Rdh10",0.135,-2.88790042022376
"5198","Tomm34",0.135,-2.88790042022376
"5199","Nsun4",0.135,-2.88790042022376
"5200","Cldn12",0.135,-2.88790042022376
"5201","Polr1d",0.135,-2.88790042022376
"5202","Pon2",0.135,-2.88790042022376
"5203","Tpp1",0.135,-2.88790042022376
"5204","Tpd52l1",0.135,-2.88790042022376
"5205","Rrn3",0.135,-2.88790042022376
"5206","Klhl22",0.135,-2.88790042022376
"5207","Phf10",0.135,-2.88790042022376
"5208","Tbc1d22b",0.135,-2.88790042022376
"5209","Trim39",0.135,-2.88790042022376
"5210","Tmed7",0.135,-2.88790042022376
"5211","Zfyve27",0.135,-2.88790042022376
"5212","Uxs1",0.134,-2.89861885764498
"5213","Tubgcp4",0.134,-2.89861885764498
"5214","Naa20",0.134,-2.89861885764498
"5215","Gm26883",0.134,-2.89861885764498
"5216","Ostc",0.134,-2.89861885764498
"5217","Pcsk9",0.134,-2.89861885764498
"5218","Pclo",0.134,-2.89861885764498
"5219","Chpf2",0.134,-2.89861885764498
"5220","Nelfa",0.134,-2.89861885764498
"5221","Gcfc2",0.134,-2.89861885764498
"5222","Hmces",0.134,-2.89861885764498
"5223","Arl6ip5",0.134,-2.89861885764498
"5224","Gt(ROSA)26Sor",0.134,-2.89861885764498
"5225","1110004F10Rik",0.134,-2.89861885764498
"5226","Jund",0.134,-2.89861885764498
"5227","Oaz2",0.134,-2.89861885764498
"5228","Plscr2",0.134,-2.89861885764498
"5229","Pnpt1",0.134,-2.89861885764498
"5230","Gemin5",0.134,-2.89861885764498
"5231","Kpnb1",0.134,-2.89861885764498
"5232","Rara",0.134,-2.89861885764498
"5233","Bcap29",0.134,-2.89861885764498
"5234","Hdhd2",0.134,-2.89861885764498
"5235","mt-Nd4l",0.134,-2.89861885764498
"5236","Tmco1",0.133,-2.90941752363756
"5237","Fbxw5",0.133,-2.90941752363756
"5238","Stk35",0.133,-2.90941752363756
"5239","Clcc1",0.133,-2.90941752363756
"5240","Hint2",0.133,-2.90941752363756
"5241","Tm2d1",0.133,-2.90941752363756
"5242","Tceanc2",0.133,-2.90941752363756
"5243","Dio1",0.133,-2.90941752363756
"5244","Park7",0.133,-2.90941752363756
"5245","Maea",0.133,-2.90941752363756
"5246","Mdh2",0.133,-2.90941752363756
"5247","Zfp157",0.133,-2.90941752363756
"5248","Cdkn1b",0.133,-2.90941752363756
"5249","Cog7",0.133,-2.90941752363756
"5250","Med23",0.133,-2.90941752363756
"5251","Fbxl12",0.133,-2.90941752363756
"5252","Acbd4",0.133,-2.90941752363756
"5253","Il31ra",0.133,-2.90941752363756
"5254","Rxrb",0.133,-2.90941752363756
"5255","Fhod3",0.133,-2.90941752363756
"5256","Socs6",0.133,-2.90941752363756
"5257","Gm5524",0.132,-2.92029762830262
"5258","Ankzf1",0.132,-2.92029762830262
"5259","Armc9",0.132,-2.92029762830262
